id,edit_history_tweet_ids,author_id,text,sentiment,confidence,user_feedback
7900751652820263936,['7900751652820263936'],4107995849929192554,@AmazonHelp Looking for more info about my package.,neutral,0.653923749923706,1
9102454033656742837,['9102454033656742837'],4105070677401550625,@AmazonHelp Why does the delivery date keep changing every day?,negative,0.9435326457023621,0
4995685439824733404,['4995685439824733404'],7263452561943645781,@AmazonHelp Thanks for sorting out my account issue!,positive,0.8955076336860657,2
2321262835193762236,['2321262835193762236'],1457727913940192552,@AmazonHelp Just following up on my last message.,neutral,0.8681969046592712,1
3575923118310937681,['3575923118310937681'],4313853917997425432,"@AmazonHelp Appreciate the followâ€‘up, everything works now!",positive,0.9729663133621216,2
3535868068732858348,['3535868068732858348'],1987518840510758099,@AmazonHelp Really appreciate the assistance today!,positive,0.9942455887794495,2
5884298278506252369,['5884298278506252369'],3694341113046549187,@AmazonHelp Thanks for sorting out my account issue!,positive,0.8955076336860657,2
3452215955750806457,['3452215955750806457'],4469077609027208978,@AmazonHelp Thanks for handling the issue so quickly.,positive,0.9404308199882507,2
6907580768277217020,['6907580768277217020'],8427936019729987265,@AmazonHelp Looking to confirm my package location.,neutral,0.8163281083106995,1
4351673689367204215,['4351673689367204215'],1263564845572571850,@AmazonHelp I'm being redirected to the wrong regional store. Please fix this.,negative,0.9395424723625183,0
9138069967694681004,['9138069967694681004'],1333750445059336796,@AmazonHelp I canâ€™t contact support through the app. Can someone help?,negative,0.9558083415031433,0
9280517448974461317,['9280517448974461317'],4891879154157882911,@AmazonHelp Really appreciate the assistance today!,positive,0.9942455887794495,2
1436627225283798091,['1436627225283798091'],7641206996137169172,@AmazonHelp I still haven't received my refund. Please help.,negative,0.9534018039703369,0
9568030911705694735,['9568030911705694735'],9682074975251309525,@AmazonHelp Delivery was faster than expected â€” thank you!,positive,0.9930979609489441,2
6515846332328518989,['6515846332328518989'],5889514415030718032,@AmazonHelp I still haven't received my refund. Please help.,negative,0.9534018039703369,0
7829900293995131763,['7829900293995131763'],1171700569446995180,@AmazonHelp Thanks for sorting out my account issue!,positive,0.8955076336860657,2
5824315594548211020,['5824315594548211020'],1512441490767144704,@AmazonHelp I canâ€™t contact support through the app. Can someone help?,negative,0.9558083415031433,0
2602074451577306810,['2602074451577306810'],4359530850909721098,@AmazonHelp Why is shipping unavailable to Northern Ireland?,negative,0.8884183764457703,0
6724642419468132472,['6724642419468132472'],5419195928542004787,@AmazonHelp Delivery was faster than expected â€” thank you!,positive,0.9930979609489441,2
5952151796647433838,['5952151796647433838'],4590635573465777492,@AmazonHelp Can you verify my delivery address?,neutral,0.8176565766334534,1
3772396003590205677,['3772396003590205677'],6669255167113127240,@AmazonHelp Really appreciate the assistance today!,positive,0.9942455887794495,2
9647618912309721018,['9647618912309721018'],1654415252234340836,@AmazonHelp Why is shipping unavailable to Northern Ireland?,negative,0.8884183764457703,0
8431438577941915101,['8431438577941915101'],2117478474511260759,@AmazonHelp Can you help me understand the new shipping policies?,neutral,0.6578574180603027,1
3235950159669360780,['3235950159669360780'],1081093552327009363,@AmazonHelp Why does the delivery date keep changing every day?,negative,0.9435326457023621,0
9495603544204804151,['9495603544204804151'],2494092059439724766,@AmazonHelp The item arrived damaged. What should I do?,negative,0.9592067003250122,0
1024269369605486081,['1024269369605486081'],7662283797878720100,@AmazonHelp Can you verify my delivery address?,neutral,0.8176565766334534,1
4832851005380277831,['4832851005380277831'],6942731121791821017,@AmazonHelp Just following up on my last message.,neutral,0.8681969046592712,1
7047666735592266202,['7047666735592266202'],1853555766962193806,@AmazonHelp Why is shipping unavailable to Northern Ireland?,negative,0.8884183764457703,0
5616460562711940212,['5616460562711940212'],3585016626994939507,@AmazonHelp Looking to confirm my package location.,neutral,0.8163281083106995,1
3184981882661354292,['3184981882661354292'],2898797011547307857,@AmazonHelp Everything arrived perfectly. Thanks!,positive,0.9873665571212769,2
4832849387957277067,['4832849387957277067'],5861306365167473833,@AmazonHelp My order is delayed again. Can you check what's happening?,negative,0.9684324264526367,0
4487305439938273340,['4487305439938273340'],4070914691366946083,@AmazonHelp Looking to confirm my package location.,neutral,0.8163281083106995,1
2113817170973879578,['2113817170973879578'],6292906016357149392,@AmazonHelp The item arrived damaged. What should I do?,negative,0.9592067003250122,0
7665911231106138983,['7665911231106138983'],8550110156166407656,@AmazonHelp Requesting more details about my order.,neutral,0.7639107704162598,1
3520349832736502470,['3520349832736502470'],8770523666177835189,@AmazonHelp Thanks for the quick support earlier today!,positive,0.9865822792053223,2
7481129913450127964,['7481129913450127964'],1556258457637064742,@AmazonHelp Great customer service as always!,positive,0.9958499670028687,2
4792751050167674963,['4792751050167674963'],4996424995807555098,@AmazonHelp Thanks for the quick support earlier today!,positive,0.9865822792053223,2
1802589222917989725,['1802589222917989725'],5925382586644603366,@AmazonHelp I still haven't received my refund. Please help.,negative,0.9534018039703369,0
6141723391933107558,['6141723391933107558'],6918827991399174674,@AmazonHelp My order is delayed again. Can you check what's happening?,negative,0.9684324264526367,0
5279137293061090564,['5279137293061090564'],8355422840293201235,"@AmazonHelp Appreciate the followâ€‘up, everything works now!",positive,0.9729663133621216,2
5416396377984073535,['5416396377984073535'],7851094192170275932,@AmazonHelp Really appreciate the assistance today!,positive,0.9942455887794495,2
7527980239729065674,['7527980239729065674'],1643215034266576248,@AmazonHelp Thanks for handling the issue so quickly.,positive,0.9404308199882507,2
2045992787707987010,['2045992787707987010'],4963010826469767273,@AmazonHelp Just following up on my last message.,neutral,0.8681969046592712,1
2738281440470073024,['2738281440470073024'],8783162663254363043,@AmazonHelp Why does the delivery date keep changing every day?,negative,0.9435326457023621,0
7447438229186228325,['7447438229186228325'],2800327891385774862,@AmazonHelp Can you help me understand the new shipping policies?,neutral,0.6578574180603027,1
9700449016288532184,['9700449016288532184'],1557979668693196511,@AmazonHelp Looking for more info about my package.,neutral,0.653923749923706,1
9498430589673245493,['9498430589673245493'],8569179609554640743,@AmazonHelp My order is delayed again. Can you check what's happening?,negative,0.9684324264526367,0
8485820938976694419,['8485820938976694419'],5333033330703528987,@AmazonHelp Why does the delivery date keep changing every day?,negative,0.9435326457023621,0
1133844747176397191,['1133844747176397191'],9607713351722533604,@AmazonHelp The item arrived damaged. What should I do?,negative,0.9592067003250122,0
9156232592275619836,['9156232592275619836'],2423921868072985421,@AmazonHelp Thanks for handling the issue so quickly.,positive,0.9404308199882507,2
5069290185572701763,['5069290185572701763'],2064292676943385277,@AmazonHelp Why is shipping unavailable to Northern Ireland?,negative,0.8884183764457703,0
1956542666205581590,['1956542666205581590'],1864746614054228516,@AmazonHelp Can you help me understand the new shipping policies?,neutral,0.6578574180603027,1
2817036117202850668,['2817036117202850668'],4755661624555578738,@AmazonHelp Just following up on my last message.,neutral,0.8681969046592712,1
1870377981403183109,['1870377981403183109'],5529216088685760700,@AmazonHelp Looking for more info about my package.,neutral,0.653923749923706,1
8795882072864562878,['8795882072864562878'],4792222366456174585,@AmazonHelp Requesting more details about my order.,neutral,0.7639107704162598,1
3222405435502983661,['3222405435502983661'],4859607029461879294,@AmazonHelp Need help reviewing my recent purchases.,negative,0.6818634867668152,0
8058738625330233884,['8058738625330233884'],7452486123067192191,@AmazonHelp Everything arrived perfectly. Thanks!,positive,0.9873665571212769,2
7569162530327362761,['7569162530327362761'],2006478106514891503,@AmazonHelp Really appreciate the assistance today!,positive,0.9942455887794495,2
6925112834204772144,['6925112834204772144'],8313859537863445413,@AmazonHelp Can you help me understand the new shipping policies?,neutral,0.6578574180603027,1
2331435851068168089,['2331435851068168089'],1260982891312285446,@AmazonHelp Looking for more info about my package.,neutral,0.653923749923706,1
1246233868768805088,['1246233868768805088'],6124681462059436036,@AmazonHelp Need clarification on a delivery notification.,neutral,0.5552433133125305,1
5583367144871988665,['5583367144871988665'],9247972419393935392,"@AmazonHelp Appreciate the followâ€‘up, everything works now!",positive,0.9729663133621216,2
7004004211607400120,['7004004211607400120'],8022139103869833831,@AmazonHelp The item arrived damaged. What should I do?,negative,0.9592067003250122,0
5143712375064561023,['5143712375064561023'],8614239806280859948,"@AmazonHelp Thank you for the fast replacement, much appreciated!",positive,0.9930625557899475,2
2294076287252702028,['2294076287252702028'],7871933792012447278,@AmazonHelp My order is delayed again. Can you check what's happening?,negative,0.9684324264526367,0
6217530161065163302,['6217530161065163302'],6848728790715824934,@AmazonHelp Looking to confirm my package location.,neutral,0.8163281083106995,1
4116401536502996213,['4116401536502996213'],1055314514668247157,@AmazonHelp I canâ€™t contact support through the app. Can someone help?,negative,0.9558083415031433,0
2238342991332149616,['2238342991332149616'],7546830672944460018,@AmazonHelp Can you verify my delivery address?,neutral,0.8176565766334534,1
8030982311257851457,['8030982311257851457'],7892204755790030069,@AmazonHelp I still haven't received my refund. Please help.,negative,0.9534018039703369,0
8352710756601145402,['8352710756601145402'],9205228324202978347,@AmazonHelp The item arrived damaged. What should I do?,negative,0.9592067003250122,0
1543982644671012602,['1543982644671012602'],5452965909805105974,"@AmazonHelp Thank you for the fast replacement, much appreciated!",positive,0.9930625557899475,2
3773272099197678114,['3773272099197678114'],1788331449009254825,@AmazonHelp I'm being redirected to the wrong regional store. Please fix this.,negative,0.9395424723625183,0
1302617493953951594,['1302617493953951594'],6868785331944931356,@AmazonHelp Looking for more info about my package.,neutral,0.653923749923706,1
6394089849846126314,['6394089849846126314'],4926367881066300107,@AmazonHelp Delivery was faster than expected â€” thank you!,positive,0.9930979609489441,2
3695285896160112486,['3695285896160112486'],2691905937268248263,@AmazonHelp Issue resolved â€” appreciate the help!,positive,0.9071570038795471,2
2303292615490821799,['2303292615490821799'],3043685493518883736,@AmazonHelp Can you help me understand the new shipping policies?,neutral,0.6578574180603027,1
4733849808898928146,['4733849808898928146'],5956322396436441137,@AmazonHelp Why does the delivery date keep changing every day?,negative,0.9435326457023621,0
3409918483755907472,['3409918483755907472'],4806213909327138768,@AmazonHelp I canâ€™t contact support through the app. Can someone help?,negative,0.9558083415031433,0
1477779086923623639,['1477779086923623639'],8742988408132665920,@AmazonHelp Everything arrived perfectly. Thanks!,positive,0.9873665571212769,2
2654486304131784293,['2654486304131784293'],5942453999254565148,@AmazonHelp Tracking hasn't updated in days. Can you look into this?,negative,0.9657717943191528,0
1193006385927394530,['1193006385927394530'],2220062766746208355,@AmazonHelp Why is shipping unavailable to Northern Ireland?,negative,0.8884183764457703,0
1800119437018017742,['1800119437018017742'],1601528508855956117,@AmazonHelp Thanks for the quick support earlier today!,positive,0.9865822792053223,2
5632058995241127709,['5632058995241127709'],9352233938709000580,@AmazonHelp Issue resolved â€” appreciate the help!,positive,0.9071570038795471,2
8397415095958154967,['8397415095958154967'],6933612136893452665,@AmazonHelp I still haven't received my refund. Please help.,negative,0.9534018039703369,0
3439875474047341510,['3439875474047341510'],3053864033628742934,@AmazonHelp Thanks for the quick support earlier today!,positive,0.9865822792053223,2
2040739335032940997,['2040739335032940997'],9396070689596266594,@AmazonHelp Really appreciate the assistance today!,positive,0.9942455887794495,2
9806599051631713056,['9806599051631713056'],2358493253792722519,@AmazonHelp Thanks for sorting out my account issue!,positive,0.8955076336860657,2
5317225843621252234,['5317225843621252234'],5541335631441371910,@AmazonHelp Thanks for the quick support earlier today!,positive,0.9865822792053223,2
2451102581337221100,['2451102581337221100'],4508971892871194765,@AmazonHelp Delivery was faster than expected â€” thank you!,positive,0.9930979609489441,2
1655249511368782926,['1655249511368782926'],3160534248047478508,@AmazonHelp Why is shipping unavailable to Northern Ireland?,negative,0.8884183764457703,0
9875643895958311587,['9875643895958311587'],5096578357707882587,@AmazonHelp Looking for more info about my package.,neutral,0.653923749923706,1
1998761123406552001,['1998761123406552001'],1552959470455689219,@AmazonHelp My package has been stuck in “preparing for shipment” for four days. Could you please check what’s going on?,negative,0.9335252046585083,0
1998761123406552002,['1998761123406552002'],1552959470455689219,@AmazonHelp Thanks for the quick response earlier today — really appreciate the support!,positive,0.9953218102455139,2
1998761123406552003,['1998761123406552003'],1552959470455689219,@AmazonHelp I received the wrong item again. Can someone help me fix this without returning everything?,negative,0.9322705864906311,0
1998761123406552004,['1998761123406552004'],1552959470455689219,@AmazonHelp Just wanted to say customer support was super helpful this morning. Thank you!,positive,0.9965859651565552,2
1998761123406552005,['1998761123406552005'],1552959470455689219,@AmazonHelp Why is the estimated delivery date changing every single day? This is getting frustrating.,negative,0.9822235107421875,0
1998761123406552006,['1998761123406552006'],1552959470455689219,@AmazonHelp Everything arrived earlier than expected today — great service!,positive,0.9946703314781189,2
1998761123406552007,['1998761123406552007'],1552959470455689219,@AmazonHelp My refund is still pending after two weeks. Can you look into this?,negative,0.9138471484184265,0
1998761123406552008,['1998761123406552008'],1552959470455689219,@AmazonHelp Appreciate the follow-up. The issue seems resolved now.,positive,0.8762600421905518,2
1998761123406552009,['1998761123406552009'],1552959470455689219,@AmazonHelp I’m being charged for a subscription I cancelled months ago. Please help.,negative,0.8978345990180969,0
1998761123406552010,['1998761123406552010'],1552959470455689219,@AmazonHelp Not a complaint — just saying thanks for consistently reliable deliveries!,positive,0.9862998127937317,2
1998761123406552011,['1998761123406552011'],1552959470455689219,@AmazonHelp My order shows as delivered but nothing arrived at my address. Can you assist?,negative,0.7779009342193604,0
1998761123406552012,['1998761123406552012'],1552959470455689219,@AmazonHelp Thanks for sorting out my account issue so quickly earlier today.,positive,0.9097515344619751,2
1998761123406552013,['1998761123406552013'],1552959470455689219,@AmazonHelp Why is shipping to Northern Ireland suddenly unavailable for items that used to ship normally?,negative,0.8918408751487732,0
1998761123406552014,['1998761123406552014'],1552959470455689219,@AmazonHelp Package delivered in perfect condition. Great job!,positive,0.9967955946922302,2
1998761123406552015,['1998761123406552015'],1552959470455689219,@AmazonHelp My tracking number hasn’t updated in a week. Could someone check what’s happening?,negative,0.9364519119262695,0
1998761123406552016,['1998761123406552016'],1552959470455689219,@AmazonHelp Thank you for following up. Your team has been very helpful.,positive,0.9889951944351196,2
1998761123406552017,['1998761123406552017'],1552959470455689219,@AmazonHelp I’m not in Ireland and don’t shop in Ireland — why am I being redirected to the Irish store?,negative,0.8002792596817017,0
1998761123406552018,['1998761123406552018'],1552959470455689219,@AmazonHelp Really appreciate the quick replacement order. That was fast!,positive,0.9930558800697327,2
1998761123406552019,['1998761123406552019'],1552959470455689219,@AmazonHelp Paid for next-day delivery and now it says delayed with no explanation. Can you help?,negative,0.9188427329063416,0
1998761123406552020,['1998761123406552020'],1552959470455689219,@AmazonHelp Everything seems sorted now. Thanks for the update!,positive,0.9312282204627991,2
1998761123406552021,['1998761123406552021'],1552959470455689219,@AmazonHelp My package arrived damaged. What are my options for a replacement?,negative,0.963416576385498,0
