id,edit_history_tweet_ids,author_id,text,sentiment,confidence
1991776610895425914,['1991776610895425914'],4575990912,"@amazonIN @AmazonScience @AmazonHelp  This is unacceptable! I'm your Prime member and just received my order - a completely DAMAGED and BROKEN product! This is clearly a USED item that someone returned after breaking it, and you just sent it to me as ""new"". Product covers are",negative,0.977609395980835
1991776588502118551,['1991776588502118551'],1623639640489197568,@AmazonHelp Amazon already has the details,neutral,0.7722216844558716
1991776554595287320,['1991776554595287320'],1991770118884651008,"@AmazonHelp @AmazonHelp My return was picked up 13 days ago but I still have not received my refund. 
This delay is causing a lot of inconvenience. 
Please check and process my refund immediately.

Order ID: 408-5430716-8939513",negative,0.9621005654335022
1991776544168243275,['1991776544168243275'],1944998459649744898,@AmazonHelp I have dm’ed but no reply,negative,0.6762130260467529
1991776278907875474,['1991776278907875474'],2904535895,@AmazonHelp @PrimeVideoCA Forward my message to the appropriate team. Your bot isn't understanding. https://t.co/5swHSHsk9x,negative,0.9414470791816711
1991776236105003501,['1991776236105003501'],1449759622995185668,"@AmazonHelp You guys should check it yourselves. I even tried uninstalling and reinstalling, but it’s still the same. Please look into the problem and find a solution. The support team never reaches out on their own.",negative,0.9537351727485657
1991776147684880731,['1991776147684880731'],1864628125352513536,@AmazonHelp Not solved this side,negative,0.9257903099060059
1991776094635307230,['1991776094635307230'],1931358928333381632,"@AmazonHelp @Abhijeetvrsn @samirkumar @JeffBezos @AmazonHelp @AmitAgarwal @jagograhakjago @amazonIN 171-0669045-3070755
I have bought a Samsung mobile received in dead &amp; Damage condition on 4th Sep,since then I am continuously contacting Amazon but have not received any help in this regards.",negative,0.6788246631622314
1991776034864867841,['1991776034864867841'],1864628125352513536,@AmazonHelp Not solved this side,negative,0.9257903099060059
1991775201470959820,['1991775201470959820'],1944998459649744898,@AmazonHelp Wth ! I need to know how to send this crap back and get my money back !,negative,0.9799874424934387
1991774613731438969,['1991774613731438969'],1878769907812167680,@AmazonHelp I never Heard anything back from anybody I submitted the info just like you asked and still cannot get a response,negative,0.9708358645439148
1991773985449865377,['1991773985449865377'],3759282014,@amazonIN @AmazonHelp I unable to connect customer service please arrange a call back request for me,negative,0.8755733370780945
1991773486583541776,['1991773486583541776'],2966540870,@amazonIN @AmazonHelp A lot of parcels are not getting delivered but delivery boy marking the order delivered. This is happening a lot in my area (pin code 400072),negative,0.894218385219574
1991773083712254319,['1991773083712254319'],1938458810462638080,@AmazonHelp Again tell me what should i do i have added my mail and please  provide  some mail  address  whomever i can talk to regarding refunds,neutral,0.8616017699241638
1991772778098487717,['1991772778098487717'],1695776660937940992,@AmazonHelp @amazonIN  can you give me prove of originality https://t.co/yKqqcim5dw,neutral,0.7824171781539917
1991772750344778192,['1991772750344778192'],1237383804957765633,@bhanugurgaon @NHAI_Official @nitingadkari @MORTHIndia @nitin_gadkari @ICICIBank @ICICIBank_Care @amazonIN @AmazonHelp please support,neutral,0.7677597999572754
1991772165407133834,['1991772165407133834'],1991761853094195200,@AmazonHelp Ok. Thank you. Will do the needful.,positive,0.7875003218650818
1991772008649294001,['1991772008649294001'],1594524588490330116,@AmazonHelp Not connect specialist team,negative,0.8819183707237244
1991771737755934863,['1991771737755934863'],1695776660937940992,"@AmazonHelp They Said,  Well can't help you https://t.co/yKqqcim5dw",negative,0.8951606750488281
1991771326609285331,['1991771326609285331'],1991770118884651008,"@AmazonHelp I returned my product, but my refund has still not been credited.  
It has been several days with no resolution.  
Please look into this issue urgently and process my refund.  
Order ID: 408-5430716-8939513",negative,0.947178304195404
1991771289699381425,['1991771289699381425'],1004854056,@AmazonHelp @AmazonUK I have asked your idiots in customer service and on here a number of times for a contract for your legal team and press office as I am putting the recent lies from your customers service team out there for everyone to see your fraudulent ways,negative,0.9613756537437439
1991771273161240676,['1991771273161240676'],1719252217084129280,@AmazonHelp Resolve the case on top priority,neutral,0.7563031315803528
1991771218748535046,['1991771218748535046'],1991739757878255616,@AmazonHelp After this long back-and-forth I have no expectations from Amazon and now Police will only find where my product went. Complaint has already been filed.,negative,0.9430051445960999
1991771070836376046,['1991771070836376046'],1722212110665699328,@AmazonHelp This link is not working,negative,0.9358202815055847
1991770722902155487,['1991770722902155487'],1991761853094195200,@amazonIN @AmazonHelp even after messaging you directly via DM. Visiting the link you sent in the DM and initiating the customer service chat. That chat has no response.,negative,0.8758550882339478
1991770713758507384,['1991770713758507384'],159149122,@AmazonHelp No use,negative,0.7689540386199951
1991770314578227401,['1991770314578227401'],1496523922694565888,@AmazonHelp @amazonIN @help_delhivery @AmitAgarwal I have filled in the details here and I request you to reply soon.,neutral,0.8090640306472778
1991770066002801101,['1991770066002801101'],159149122,@AmazonHelp No use,negative,0.7689540386199951
1991770011422322897,['1991770011422322897'],159149122,@AmazonHelp No one is replying leaving the chat in between,negative,0.8821449875831604
1991769977238777979,['1991769977238777979'],159149122,@AmazonHelp Still the issue not resolved,negative,0.9326987862586975
1991769816164938113,['1991769816164938113'],48443101,@AmazonHelp @amazonIN No response.,negative,0.9160022735595703
1991769696111325590,['1991769696111325590'],159149122,"RT @AmazonHelp: @shabpasha Hello, this is an automated message. You can view the latest status of your order here: https://t.co/rF6M9SlVut.…",neutral,0.9428744912147522
1991769656861036898,['1991769656861036898'],1722212110665699328,"@AmazonHelp @AmazonHelp My issue was closed without resolution. I received an empty parcel and yet the money was deducted. I still don’t have my product, and I’ve been told the case won’t proceed further. This is unacceptable. I request to reopen the case and issue my refund immediately.",negative,0.9735835194587708
1991769537226895697,['1991769537226895697'],1965367267257954304,"@amazonIN @AmazonHelp 
Have you started 10-minute delivery in Jaipur?",neutral,0.8621304035186768
1991769298944291026,['1991769298944291026'],1983924932670259200,"RT @threeways221845: @amazonIN  @AmazonHelp @AmitAgarwal @AmazonNews_IN 
I am facing a serious issue. My return is not being picked up and…",negative,0.8862790465354919
1991769288148169063,['1991769288148169063'],1983924932670259200,@threeways221845 @amazonIN @AmazonHelp @AmitAgarwal @AmazonNews_IN 🔥🔥🔥,positive,0.8893122673034668
1991769219474788796,['1991769219474788796'],1983919581057183744,"RT @threeways221845: @amazonIN  @AmazonHelp @AmitAgarwal @AmazonNews_IN 
I am facing a serious issue. My return is not being picked up and…",negative,0.8862790465354919
1991769213665701959,['1991769213665701959'],1983919581057183744,@threeways221845 @amazonIN @AmazonHelp @AmitAgarwal @AmazonNews_IN 👍🏻🔥,positive,0.9212362766265869
1991769149350244794,['1991769149350244794'],1983918960212074496,"RT @threeways221845: @amazonIN  @AmazonHelp @AmitAgarwal @AmazonNews_IN 
I am facing a serious issue. My return is not being picked up and…",negative,0.8862790465354919
1991769136264069191,['1991769136264069191'],1983918960212074496,@threeways221845 @amazonIN @AmazonHelp @AmitAgarwal @AmazonNews_IN 👍🏻,positive,0.8299135565757751
1991769104861262022,['1991769104861262022'],1983918960212074496,@threeways221845 @amazonIN @AmazonHelp @AmitAgarwal @AmazonNews_IN 👍🏻👍🏻,positive,0.9009615778923035
1991769028759810548,['1991769028759810548'],1983916767224471552,"RT @threeways221845: @amazonIN  @AmazonHelp @AmitAgarwal @AmazonNews_IN 
I am facing a serious issue. My return is not being picked up and…",negative,0.8862790465354919
1991769016906723507,['1991769016906723507'],1983916767224471552,@threeways221845 @amazonIN @AmazonHelp @AmitAgarwal @AmazonNews_IN 👍🏻👍🏻,positive,0.9009615778923035
1991768871980920955,['1991768871980920955'],1983916541776424961,"RT @threeways221845: @amazonIN  @AmazonHelp @AmitAgarwal @AmazonNews_IN 
I am facing a serious issue. My return is not being picked up and…",negative,0.8862790465354919
1991768860371153204,['1991768860371153204'],1983916541776424961,@threeways221845 @amazonIN @AmazonHelp @AmitAgarwal @AmazonNews_IN 🔥🔥,positive,0.8630906939506531
1991768845993013476,['1991768845993013476'],1887074118396456960,@AmazonHelp Already raised no help from customer service side,negative,0.905750572681427
1991768834240573852,['1991768834240573852'],1382911087348129792,@AmazonHelp And you have added this link but it is not opening.,negative,0.8189489841461182
1991768708453396927,['1991768708453396927'],1382911087348129792,"@AmazonHelp I want to talk to your member now and I am worried for the last 5 days, please let me talk.",negative,0.8628659844398499
1991768665533083888,['1991768665533083888'],159149122,@AmazonHelp No one is replying,negative,0.9179784059524536
1991768493675688343,['1991768493675688343'],159149122,"@AmazonHelp Order id  408-5513795-7064328

Delivery guy lying that he has attempted the delivery what’s wrong with you guys,

My last few order same issue 

Please look into this and call me back

Arrange a call 9886884559

Pending from 10’days",negative,0.9575350880622864
1991768351824359613,['1991768351824359613'],1991739757878255616,@AmazonHelp Not helpful at all. Amazon customer service has failed to resolve my issue.,negative,0.9885441660881042
1991768299806552572,['1991768299806552572'],1552959470455689219,@AmazonHelp I don’t live in Ireland or shop in Ireland. If Very can ship tablets to Northern Ireland then so should Amazon.,negative,0.48815658688545227
6600006658832103334,['6600006658832103334'],6934595818073254388,@AmazonHelp Need clarification on a delivery notification.,neutral,0.5552433133125305
9183559322186857246,['9183559322186857246'],2198311150974052037,@AmazonHelp Checking in about my recent order status.,neutral,0.9054079055786133
3057741986615700806,['3057741986615700806'],3587520224734881521,@AmazonHelp Everything arrived perfectly. Thanks!,positive,0.9873665571212769
6067253818885730894,['6067253818885730894'],8376254679907529815,@AmazonHelp Need clarification on a delivery notification.,neutral,0.5552433133125305
5900295056579757257,['5900295056579757257'],9490759255339981352,@AmazonHelp Tracking hasn't updated in days. Can you look into this?,negative,0.9657717943191528
7905557559010755279,['7905557559010755279'],9517618278917322650,@AmazonHelp Thanks for handling the issue so quickly.,positive,0.9404308199882507
7174390788429094980,['7174390788429094980'],5450860178857438589,"@AmazonHelp Appreciate the followâ€‘up, everything works now!",positive,0.9729663133621216
7668928482906940772,['7668928482906940772'],4042473962389176803,@AmazonHelp I still haven't received my refund. Please help.,negative,0.9534018039703369
4167310577046042737,['4167310577046042737'],2781860806276814203,"@AmazonHelp Thank you for the fast replacement, much appreciated!",positive,0.9930625557899475
2267768155663484408,['2267768155663484408'],8435842935385111443,@AmazonHelp Tracking hasn't updated in days. Can you look into this?,negative,0.9657717943191528
6394678198842928254,['6394678198842928254'],3069696616502640926,@AmazonHelp Everything arrived perfectly. Thanks!,positive,0.9873665571212769
6563398321632022681,['6563398321632022681'],4644372666954539477,@AmazonHelp Everything arrived perfectly. Thanks!,positive,0.9873665571212769
5391485512890870932,['5391485512890870932'],8076079849016690818,@AmazonHelp Looking to confirm my package location.,neutral,0.8163281083106995
9015230867619658925,['9015230867619658925'],6124187637989864192,"@AmazonHelp Appreciate the followâ€‘up, everything works now!",positive,0.9729663133621216
2174547409764451156,['2174547409764451156'],1987040432195868951,@AmazonHelp Why is shipping unavailable to Northern Ireland?,negative,0.8884183764457703
7146481166026729802,['7146481166026729802'],7006817384258874938,@AmazonHelp Delivery was faster than expected â€” thank you!,positive,0.9930979609489441
3527980374729907935,['3527980374729907935'],7727942805989640053,"@AmazonHelp Appreciate the followâ€‘up, everything works now!",positive,0.9729663133621216
4096152616394549903,['4096152616394549903'],5103146275854619863,@AmazonHelp Why is shipping unavailable to Northern Ireland?,negative,0.8884183764457703
6618063636764832968,['6618063636764832968'],4114589033216769219,@AmazonHelp Tracking hasn't updated in days. Can you look into this?,negative,0.9657717943191528
3825590152123730727,['3825590152123730727'],9382908923666183926,@AmazonHelp The item arrived damaged. What should I do?,negative,0.9592067003250122
5322716358837754135,['5322716358837754135'],4587196448316811950,@AmazonHelp The item arrived damaged. What should I do?,negative,0.9592067003250122
8505752070928250273,['8505752070928250273'],9679833865097071857,@AmazonHelp Really appreciate the assistance today!,positive,0.9942455887794495
7479490904679544504,['7479490904679544504'],2388538471821426525,@AmazonHelp I still haven't received my refund. Please help.,negative,0.9534018039703369
6758869741342829375,['6758869741342829375'],2606827131087109618,@AmazonHelp Why is shipping unavailable to Northern Ireland?,negative,0.8884183764457703
6995268865943786458,['6995268865943786458'],8819298129869015210,@AmazonHelp Thanks for the quick support earlier today!,positive,0.9865822792053223
5047353365614645403,['5047353365614645403'],3869502126495008041,@AmazonHelp Checking in about my recent order status.,neutral,0.9054079055786133
7900751652820263936,['7900751652820263936'],4107995849929192554,@AmazonHelp Looking for more info about my package.,neutral,0.653923749923706
9102454033656742837,['9102454033656742837'],4105070677401550625,@AmazonHelp Why does the delivery date keep changing every day?,negative,0.9435326457023621
4995685439824733404,['4995685439824733404'],7263452561943645781,@AmazonHelp Thanks for sorting out my account issue!,positive,0.8955076336860657
2321262835193762236,['2321262835193762236'],1457727913940192552,@AmazonHelp Just following up on my last message.,neutral,0.8681969046592712
3575923118310937681,['3575923118310937681'],4313853917997425432,"@AmazonHelp Appreciate the followâ€‘up, everything works now!",positive,0.9729663133621216
3535868068732858348,['3535868068732858348'],1987518840510758099,@AmazonHelp Really appreciate the assistance today!,positive,0.9942455887794495
5884298278506252369,['5884298278506252369'],3694341113046549187,@AmazonHelp Thanks for sorting out my account issue!,positive,0.8955076336860657
3452215955750806457,['3452215955750806457'],4469077609027208978,@AmazonHelp Thanks for handling the issue so quickly.,positive,0.9404308199882507
6907580768277217020,['6907580768277217020'],8427936019729987265,@AmazonHelp Looking to confirm my package location.,neutral,0.8163281083106995
4351673689367204215,['4351673689367204215'],1263564845572571850,@AmazonHelp I'm being redirected to the wrong regional store. Please fix this.,negative,0.9395424723625183
9138069967694681004,['9138069967694681004'],1333750445059336796,@AmazonHelp I canâ€™t contact support through the app. Can someone help?,negative,0.9558083415031433
9280517448974461317,['9280517448974461317'],4891879154157882911,@AmazonHelp Really appreciate the assistance today!,positive,0.9942455887794495
1436627225283798091,['1436627225283798091'],7641206996137169172,@AmazonHelp I still haven't received my refund. Please help.,negative,0.9534018039703369
9568030911705694735,['9568030911705694735'],9682074975251309525,@AmazonHelp Delivery was faster than expected â€” thank you!,positive,0.9930979609489441
6515846332328518989,['6515846332328518989'],5889514415030718032,@AmazonHelp I still haven't received my refund. Please help.,negative,0.9534018039703369
7829900293995131763,['7829900293995131763'],1171700569446995180,@AmazonHelp Thanks for sorting out my account issue!,positive,0.8955076336860657
5824315594548211020,['5824315594548211020'],1512441490767144704,@AmazonHelp I canâ€™t contact support through the app. Can someone help?,negative,0.9558083415031433
2602074451577306810,['2602074451577306810'],4359530850909721098,@AmazonHelp Why is shipping unavailable to Northern Ireland?,negative,0.8884183764457703
6724642419468132472,['6724642419468132472'],5419195928542004787,@AmazonHelp Delivery was faster than expected â€” thank you!,positive,0.9930979609489441
5952151796647433838,['5952151796647433838'],4590635573465777492,@AmazonHelp Can you verify my delivery address?,neutral,0.8176565766334534
3772396003590205677,['3772396003590205677'],6669255167113127240,@AmazonHelp Really appreciate the assistance today!,positive,0.9942455887794495
9647618912309721018,['9647618912309721018'],1654415252234340836,@AmazonHelp Why is shipping unavailable to Northern Ireland?,negative,0.8884183764457703
8431438577941915101,['8431438577941915101'],2117478474511260759,@AmazonHelp Can you help me understand the new shipping policies?,neutral,0.6578574180603027
1325434903282185661,['1325434903282185661'],7912488844530109740,@AmazonHelp Can you help me understand the new shipping policies?,neutral,0.6578574180603027
3235950159669360780,['3235950159669360780'],1081093552327009363,@AmazonHelp Why does the delivery date keep changing every day?,negative,0.9435326457023621
9495603544204804151,['9495603544204804151'],2494092059439724766,@AmazonHelp The item arrived damaged. What should I do?,negative,0.9592067003250122
4642236237423257272,['4642236237423257272'],8392882810869308279,@AmazonHelp The item arrived damaged. What should I do?,negative,0.9592067003250122
1024269369605486081,['1024269369605486081'],7662283797878720100,@AmazonHelp Can you verify my delivery address?,neutral,0.8176565766334534
4832851005380277831,['4832851005380277831'],6942731121791821017,@AmazonHelp Just following up on my last message.,neutral,0.8681969046592712
7047666735592266202,['7047666735592266202'],1853555766962193806,@AmazonHelp Why is shipping unavailable to Northern Ireland?,negative,0.8884183764457703
5616460562711940212,['5616460562711940212'],3585016626994939507,@AmazonHelp Looking to confirm my package location.,neutral,0.8163281083106995
3184981882661354292,['3184981882661354292'],2898797011547307857,@AmazonHelp Everything arrived perfectly. Thanks!,positive,0.9873665571212769
4832849387957277067,['4832849387957277067'],5861306365167473833,@AmazonHelp My order is delayed again. Can you check what's happening?,negative,0.9684324264526367
4487305439938273340,['4487305439938273340'],4070914691366946083,@AmazonHelp Looking to confirm my package location.,neutral,0.8163281083106995
2113817170973879578,['2113817170973879578'],6292906016357149392,@AmazonHelp The item arrived damaged. What should I do?,negative,0.9592067003250122
7665911231106138983,['7665911231106138983'],8550110156166407656,@AmazonHelp Requesting more details about my order.,neutral,0.7639107704162598
3520349832736502470,['3520349832736502470'],8770523666177835189,@AmazonHelp Thanks for the quick support earlier today!,positive,0.9865822792053223
7481129913450127964,['7481129913450127964'],1556258457637064742,@AmazonHelp Great customer service as always!,positive,0.9958499670028687
4792751050167674963,['4792751050167674963'],4996424995807555098,@AmazonHelp Thanks for the quick support earlier today!,positive,0.9865822792053223
1802589222917989725,['1802589222917989725'],5925382586644603366,@AmazonHelp I still haven't received my refund. Please help.,negative,0.9534018039703369
6141723391933107558,['6141723391933107558'],6918827991399174674,@AmazonHelp My order is delayed again. Can you check what's happening?,negative,0.9684324264526367
5279137293061090564,['5279137293061090564'],8355422840293201235,"@AmazonHelp Appreciate the followâ€‘up, everything works now!",positive,0.9729663133621216
5416396377984073535,['5416396377984073535'],7851094192170275932,@AmazonHelp Really appreciate the assistance today!,positive,0.9942455887794495
7527980239729065674,['7527980239729065674'],1643215034266576248,@AmazonHelp Thanks for handling the issue so quickly.,positive,0.9404308199882507
2045992787707987010,['2045992787707987010'],4963010826469767273,@AmazonHelp Just following up on my last message.,neutral,0.8681969046592712
2738281440470073024,['2738281440470073024'],8783162663254363043,@AmazonHelp Why does the delivery date keep changing every day?,negative,0.9435326457023621
8349066537218598647,['8349066537218598647'],2595930231569234126,@AmazonHelp Why does the delivery date keep changing every day?,negative,0.9435326457023621
7447438229186228325,['7447438229186228325'],2800327891385774862,@AmazonHelp Can you help me understand the new shipping policies?,neutral,0.6578574180603027
9700449016288532184,['9700449016288532184'],1557979668693196511,@AmazonHelp Looking for more info about my package.,neutral,0.653923749923706
9498430589673245493,['9498430589673245493'],8569179609554640743,@AmazonHelp My order is delayed again. Can you check what's happening?,negative,0.9684324264526367
8485820938976694419,['8485820938976694419'],5333033330703528987,@AmazonHelp Why does the delivery date keep changing every day?,negative,0.9435326457023621
1133844747176397191,['1133844747176397191'],9607713351722533604,@AmazonHelp The item arrived damaged. What should I do?,negative,0.9592067003250122
9156232592275619836,['9156232592275619836'],2423921868072985421,@AmazonHelp Thanks for handling the issue so quickly.,positive,0.9404308199882507
5069290185572701763,['5069290185572701763'],2064292676943385277,@AmazonHelp Why is shipping unavailable to Northern Ireland?,negative,0.8884183764457703
1956542666205581590,['1956542666205581590'],1864746614054228516,@AmazonHelp Can you help me understand the new shipping policies?,neutral,0.6578574180603027
2817036117202850668,['2817036117202850668'],4755661624555578738,@AmazonHelp Just following up on my last message.,neutral,0.8681969046592712
1870377981403183109,['1870377981403183109'],5529216088685760700,@AmazonHelp Looking for more info about my package.,neutral,0.653923749923706
8795882072864562878,['8795882072864562878'],4792222366456174585,@AmazonHelp Requesting more details about my order.,neutral,0.7639107704162598
3222405435502983661,['3222405435502983661'],4859607029461879294,@AmazonHelp Need help reviewing my recent purchases.,negative,0.6818634867668152
8058738625330233884,['8058738625330233884'],7452486123067192191,@AmazonHelp Everything arrived perfectly. Thanks!,positive,0.9873665571212769
7569162530327362761,['7569162530327362761'],2006478106514891503,@AmazonHelp Really appreciate the assistance today!,positive,0.9942455887794495
6925112834204772144,['6925112834204772144'],8313859537863445413,@AmazonHelp Can you help me understand the new shipping policies?,neutral,0.6578574180603027
2331435851068168089,['2331435851068168089'],1260982891312285446,@AmazonHelp Looking for more info about my package.,neutral,0.653923749923706
1246233868768805088,['1246233868768805088'],6124681462059436036,@AmazonHelp Need clarification on a delivery notification.,neutral,0.5552433133125305
5583367144871988665,['5583367144871988665'],9247972419393935392,"@AmazonHelp Appreciate the followâ€‘up, everything works now!",positive,0.9729663133621216
7004004211607400120,['7004004211607400120'],8022139103869833831,@AmazonHelp The item arrived damaged. What should I do?,negative,0.9592067003250122
5143712375064561023,['5143712375064561023'],8614239806280859948,"@AmazonHelp Thank you for the fast replacement, much appreciated!",positive,0.9930625557899475
2294076287252702028,['2294076287252702028'],7871933792012447278,@AmazonHelp My order is delayed again. Can you check what's happening?,negative,0.9684324264526367
6217530161065163302,['6217530161065163302'],6848728790715824934,@AmazonHelp Looking to confirm my package location.,neutral,0.8163281083106995
4116401536502996213,['4116401536502996213'],1055314514668247157,@AmazonHelp I canâ€™t contact support through the app. Can someone help?,negative,0.9558083415031433
